x,y
0,3.0994415283203125e-06
1,3.814697265625e-06
2,4.76837158203125e-06
3,5.7220458984375e-06
4,6.198883056640625e-06
5,6.9141387939453125e-06
6,7.867813110351562e-06
7,8.821487426757812e-06
8,8.821487426757812e-06
9,1.0013580322265625e-05
10,1.0967254638671875e-05
11,1.1682510375976562e-05
12,1.2874603271484375e-05
13,1.2874603271484375e-05
14,1.3589859008789062e-05
15,1.5020370483398438e-05
16,1.5974044799804688e-05
17,1.6927719116210938e-05
18,1.6927719116210938e-05
19,1.7881393432617188e-05
20,1.8835067749023438e-05
21,1.9788742065429688e-05
22,2.09808349609375e-05
23,2.09808349609375e-05
24,2.2172927856445312e-05
25,2.288818359375e-05
26,2.3603439331054688e-05
27,2.4080276489257812e-05
28,2.47955322265625e-05
29,2.574920654296875e-05
30,2.6941299438476562e-05
31,2.7894973754882812e-05
32,2.7894973754882812e-05
33,2.9802322387695312e-05
34,2.9802322387695312e-05
35,3.0994415283203125e-05
36,3.1948089599609375e-05
37,3.218650817871094e-05
38,3.2901763916015625e-05
39,3.3855438232421875e-05
40,3.4809112548828125e-05
41,3.5762786865234375e-05
42,3.6716461181640625e-05
43,3.790855407714844e-05
44,3.886222839355469e-05
45,3.910064697265625e-05
46,3.981590270996094e-05
47,4.076957702636719e-05
48,4.1961669921875e-05
49,4.291534423828125e-05
50,4.363059997558594e-05
51,4.38690185546875e-05
52,4.506111145019531e-05
53,4.601478576660156e-05
54,4.673004150390625e-05
55,4.792213439941406e-05
56,4.887580871582031e-05
57,4.887580871582031e-05
58,5.030632019042969e-05
59,5.078315734863281e-05
60,5.1975250244140625e-05
61,5.1975250244140625e-05
62,5.2928924560546875e-05
63,5.3882598876953125e-05
64,5.507469177246094e-05
65,5.602836608886719e-05
66,5.698204040527344e-05
67,5.698204040527344e-05
68,5.8650970458984375e-05
69,5.888938903808594e-05
70,5.984306335449219e-05
71,5.984306335449219e-05
72,6.175041198730469e-05
73,6.29425048828125e-05
74,6.29425048828125e-05
75,6.389617919921875e-05
76,6.4849853515625e-05
77,6.508827209472656e-05
78,6.604194641113281e-05
79,6.699562072753906e-05
80,6.818771362304688e-05
81,6.914138793945312e-05
82,6.890296936035156e-05
83,7.009506225585938e-05
84,7.128715515136719e-05
85,7.200241088867188e-05
86,7.295608520507812e-05
87,7.390975952148438e-05
88,7.510185241699219e-05
89,7.486343383789062e-05
90,7.605552673339844e-05
91,7.700920104980469e-05
92,7.772445678710938e-05
93,7.772445678710938e-05
94,7.987022399902344e-05
95,7.987022399902344e-05
96,8.082389831542969e-05
97,8.177757263183594e-05
98,8.20159912109375e-05
99,8.296966552734375e-05
100,8.392333984375e-05
101,8.487701416015625e-05
102,8.58306884765625e-05
103,8.678436279296875e-05
104,8.678436279296875e-05
105,8.797645568847656e-05
106,8.988380432128906e-05
107,9.012222290039062e-05
108,9.083747863769531e-05
109,9.179115295410156e-05
110,9.202957153320312e-05
111,9.322166442871094e-05
112,9.489059448242188e-05
113,9.489059448242188e-05
114,9.584426879882812e-05
115,9.584426879882812e-05
116,9.799003601074219e-05
117,9.775161743164062e-05
118,9.894371032714844e-05
119,9.989738464355469e-05
120,9.989738464355469e-05
121,0.00010085105895996094
122,0.00010180473327636719
123,0.000102996826171875
124,0.00010395050048828125
125,0.0001049041748046875
126,0.00010514259338378906
127,0.0001068115234375
128,0.00010704994201660156
129,0.00010800361633300781
130,0.00011086463928222656
131,0.0001087188720703125
132,0.00011110305786132812
133,0.00011086463928222656
134,0.00011181831359863281
135,0.00011277198791503906
136,0.00011372566223144531
137,0.00011396408081054688
138,0.00011491775512695312
139,0.00011587142944335938
140,0.00011682510375976562
141,0.00011706352233886719
142,0.00011897087097167969
143,0.00011897087097167969
144,0.00011992454528808594
145,0.00012111663818359375
146,0.00012183189392089844
147,0.0001227855682373047
