x,y
0,5.626678466796875e-06
1,5.435943603515625e-06
2,6.008148193359375e-06
3,6.628036499023438e-06
4,7.82012939453125e-06
5,8.821487426757812e-06
6,9.441375732421875e-06
7,1.0013580322265625e-05
8,1.0776519775390626e-05
9,1.1348724365234375e-05
10,1.239776611328125e-05
11,1.2540817260742188e-05
12,1.4162063598632812e-05
13,1.4591217041015626e-05
14,1.559257507324219e-05
15,1.6450881958007812e-05
16,1.697540283203125e-05
17,1.8024444580078124e-05
18,1.8548965454101562e-05
19,1.9788742065429688e-05
20,2.040863037109375e-05
21,2.1409988403320312e-05
22,2.2411346435546875e-05
23,2.3365020751953125e-05
24,2.3937225341796876e-05
25,2.417564392089844e-05
26,2.4938583374023436e-05
27,2.6035308837890626e-05
28,2.6798248291015626e-05
29,2.7370452880859374e-05
30,2.803802490234375e-05
31,2.9611587524414063e-05
32,2.956390380859375e-05
33,3.0612945556640626e-05
34,3.1375885009765624e-05
35,3.2854080200195315e-05
36,3.299713134765625e-05
37,3.399848937988281e-05
38,3.4809112548828125e-05
39,3.523826599121094e-05
40,3.628730773925781e-05
41,3.757476806640625e-05
42,3.786087036132813e-05
43,4.038810729980469e-05
44,4.138946533203125e-05
45,4.100799560546875e-05
46,4.1818618774414064e-05
47,4.482269287109375e-05
48,4.382133483886719e-05
49,4.4393539428710935e-05
50,4.5013427734375e-05
51,4.596710205078125e-05
52,4.6586990356445314e-05
53,4.7540664672851564e-05
54,4.84466552734375e-05
55,4.897117614746094e-05
56,4.99725341796875e-05
57,5.078315734863281e-05
58,5.14984130859375e-05
59,5.311965942382813e-05
60,5.373954772949219e-05
61,5.402565002441406e-05
62,5.4836273193359375e-05
63,5.5217742919921874e-05
64,5.6362152099609376e-05
65,5.726814270019531e-05
66,5.812644958496094e-05
67,5.946159362792969e-05
68,6.003379821777344e-05
69,6.098747253417969e-05
70,6.155967712402343e-05
71,6.213188171386719e-05
72,6.318092346191406e-05
73,6.59942626953125e-05
74,6.480216979980469e-05
75,6.470680236816406e-05
76,6.628036499023438e-05
77,8.258819580078124e-05
78,6.818771362304688e-05
79,6.842613220214844e-05
80,6.937980651855469e-05
81,7.081031799316406e-05
82,7.119178771972657e-05
83,7.200241088867188e-05
84,7.219314575195313e-05
85,7.357597351074219e-05
86,7.43865966796875e-05
87,7.863044738769532e-05
88,7.8582763671875e-05
89,7.700920104980469e-05
90,8.358955383300782e-05
91,8.101463317871094e-05
92,7.901191711425781e-05
93,7.963180541992188e-05
94,8.263587951660157e-05
95,8.27789306640625e-05
96,8.101463317871094e-05
97,8.339881896972657e-05
98,8.23974609375e-05
99,8.478164672851563e-05
100,8.935928344726563e-05
101,8.840560913085938e-05
102,8.716583251953126e-05
103,8.835792541503907e-05
104,9.198188781738282e-05
105,8.897781372070312e-05
106,8.9263916015625e-05
107,9.903907775878906e-05
108,9.546279907226562e-05
109,9.584426879882812e-05
110,9.42230224609375e-05
111,9.579658508300782e-05
112,9.503364562988282e-05
113,9.818077087402344e-05
114,9.636878967285156e-05
115,9.737014770507812e-05
116,9.860992431640626e-05
117,9.961128234863282e-05
118,9.980201721191407e-05
119,0.00010123252868652344
120,0.00010118484497070312
121,0.00010256767272949218
122,0.00010347366333007812
123,0.00012240409851074218
124,0.00010504722595214844
125,0.00010600090026855469
126,0.00010919570922851562
127,0.00010762214660644531
128,0.00010814666748046876
129,0.00010876655578613281
130,0.00011219978332519532
131,0.00011358261108398437
132,0.0001155853271484375
133,0.00011696815490722657
134,0.00011343955993652344
135,0.00011501312255859374
136,0.00011506080627441407
137,0.0001273632049560547
138,0.00011696815490722657
139,0.00011725425720214844
140,0.0001362323760986328
141,0.00011973381042480468
142,0.0001201629638671875
143,0.00012221336364746094
144,0.00012240409851074218
145,0.00012297630310058593
146,0.00012402534484863282
147,0.00012445449829101562
148,0.0001251697540283203
149,0.0001282215118408203
150,0.0001266002655029297
151,0.0001269817352294922
152,0.00013480186462402343
153,0.00012674331665039063
154,0.00012760162353515626
155,0.00013670921325683593
156,0.00013384819030761718
157,0.00013179779052734374
158,0.0001404285430908203
159,0.00013575553894042968
160,0.0001377582550048828
161,0.000140380859375
162,0.00013384819030761718
163,0.0001349925994873047
164,0.000135040283203125
165,0.00013580322265625
166,0.00013704299926757811
167,0.000140380859375
168,0.00013799667358398436
169,0.00014081001281738282
170,0.00013980865478515624
171,0.00014081001281738282
172,0.00015578269958496093
173,0.00014281272888183594
174,0.00014281272888183594
175,0.0001437664031982422
176,0.00014438629150390626
177,0.00014562606811523436
178,0.00015702247619628907
179,0.00015163421630859375
180,0.00015583038330078126
181,0.00015583038330078126
182,0.0001614093780517578
183,0.00015459060668945312
184,0.00015540122985839843
185,0.0001666545867919922
186,0.00015840530395507812
187,0.00015578269958496093
188,0.00015625953674316406
189,0.00015883445739746095
190,0.0001598358154296875
191,0.00015921592712402343
192,0.0001682758331298828
193,0.0001606464385986328
194,0.00016241073608398439
195,0.00016274452209472657
196,0.0001633167266845703
197,0.00016455650329589845
198,0.000164794921875
199,0.00016980171203613282
200,0.00016641616821289062
201,0.0001697540283203125
202,0.00016846656799316407
203,0.00017480850219726564
204,0.00016160011291503905
205,0.00015001296997070314
206,0.00014982223510742187
207,0.00015015602111816405
208,0.0001522064208984375
209,0.000151824951171875
210,0.00015401840209960938
211,0.00015320777893066407
212,0.00015401840209960938
213,0.00015578269958496093
214,0.00015673637390136718
215,0.00015959739685058593
216,0.00016503334045410157
217,0.0001575946807861328
218,0.00015845298767089844
219,0.00016222000122070312
220,0.0001606464385986328
221,0.00016884803771972657
222,0.00016245841979980468
223,0.0001625537872314453
224,0.0001632213592529297
225,0.0001644134521484375
226,0.0001644134521484375
227,0.00016760826110839844
228,0.00016598701477050782
229,0.00016717910766601564
230,0.00016722679138183593
231,0.00016717910766601564
232,0.00016841888427734374
233,0.0001682281494140625
234,0.00016999244689941406
235,0.00017042160034179686
236,0.00017175674438476562
237,0.00017261505126953125
238,0.00017442703247070313
239,0.00018100738525390626
240,0.00017461776733398437
241,0.00017457008361816407
242,0.00017600059509277345
243,0.00017719268798828126
244,0.00018138885498046874
245,0.00018320083618164062
246,0.00017843246459960937
247,0.00017924308776855468
248,0.00018019676208496093
249,0.00018181800842285157
250,0.0001819610595703125
251,0.00018301010131835938
252,0.00018320083618164062
253,0.00018339157104492189
254,0.00018482208251953126
255,0.0001858234405517578
256,0.00018558502197265624
257,0.00019259452819824218
258,0.00019440650939941406
259,0.0001900196075439453
260,0.00019059181213378906
261,0.00019097328186035156
262,0.00018982887268066407
263,0.00019178390502929687
264,0.00019178390502929687
265,0.0001934051513671875
266,0.0001934051513671875
267,0.00019521713256835936
268,0.00019598007202148438
269,0.00019655227661132812
270,0.00020999908447265624
271,0.00019860267639160156
272,0.00019841194152832032
273,0.0002013683319091797
274,0.00019903182983398436
275,0.00020837783813476562
276,0.00020155906677246093
277,0.00020322799682617187
278,0.00020275115966796874
279,0.00020656585693359374
280,0.0002051830291748047
281,0.0002048015594482422
282,0.00020742416381835938
283,0.00020661354064941407
284,0.00020771026611328126
285,0.00020918846130371093
286,0.00021014213562011718
287,0.00020904541015625
288,0.00021176338195800782
289,0.00021562576293945312
290,0.00021181106567382812
291,0.0002131938934326172
292,0.00021557807922363282
293,0.00022916793823242189
294,0.00021681785583496093
295,0.00021643638610839843
296,0.00021600723266601562
297,0.00021820068359375
298,0.00022001266479492186
299,0.00021839141845703125
300,0.00022177696228027345
301,0.00022101402282714844
302,0.000222015380859375
303,0.0002223491668701172
304,0.00022182464599609374
305,0.00023016929626464843
306,0.0002246379852294922
307,0.00022597312927246093
308,0.00022644996643066405
309,0.00022754669189453124
310,0.0002277851104736328
311,0.00023317337036132812
312,0.0002295970916748047
313,0.00023217201232910155
314,0.00023102760314941406
315,0.0002414226531982422
316,0.00023102760314941406
317,0.0002357959747314453
318,0.00023164749145507813
319,0.00024118423461914063
320,0.00023469924926757812
321,0.00023598670959472655
322,0.00023679733276367189
323,0.0002369403839111328
324,0.000238800048828125
325,0.0002391815185546875
326,0.00024003982543945311
327,0.00024003982543945311
328,0.00024199485778808594
329,0.0002476215362548828
330,0.0002444267272949219
331,0.0002460002899169922
332,0.0002449989318847656
333,0.0002446174621582031
334,0.00025081634521484375
335,0.00025577545166015624
336,0.00024700164794921875
337,0.00024862289428710936
338,0.00024743080139160155
339,0.0002494335174560547
340,0.00025081634521484375
341,0.00025167465209960935
342,0.00025153160095214844
343,0.00025200843811035156
344,0.0002516269683837891
345,0.0002620220184326172
346,0.00025358200073242185
347,0.00026140213012695315
348,0.0002552032470703125
349,0.0002582073211669922
350,0.0002560138702392578
351,0.00025758743286132815
352,0.00025758743286132815
353,0.0002644062042236328
354,0.0002719879150390625
355,0.0002609729766845703
356,0.0002660274505615234
357,0.0002631664276123047
358,0.0002668857574462891
359,0.00026459693908691405
360,0.0002654075622558594
361,0.00026621818542480467
362,0.0002661705017089844
363,0.00026760101318359377
364,0.0002674102783203125
365,0.0002750396728515625
366,0.00026960372924804686
367,0.00027022361755371096
368,0.0002707958221435547
369,0.0002715587615966797
370,0.00027179718017578125
371,0.0002748012542724609
372,0.0002831935882568359
373,0.00027399063110351564
374,0.0002741813659667969
375,0.00027618408203125
376,0.000276947021484375
377,0.0002857685089111328
378,0.0002774238586425781
379,0.0002786159515380859
380,0.0002781867980957031
381,0.0002872467041015625
382,0.0002826213836669922
383,0.00028896331787109375
384,0.0002841949462890625
385,0.0002830028533935547
386,0.0002826213836669922
387,0.0002850532531738281
388,0.00028738975524902346
389,0.0002937793731689453
390,0.00028882026672363283
391,0.0002928256988525391
392,0.0002913951873779297
393,0.0002957820892333984
394,0.0002902030944824219
395,0.0002928256988525391
396,0.00029158592224121094
397,0.0002935886383056641
398,0.00029540061950683594
399,0.00029454231262207033
400,0.0002940177917480469
401,0.0003018379211425781
402,0.00029921531677246094
403,0.0002979755401611328
404,0.0003073692321777344
405,0.00030641555786132814
406,0.0003028392791748047
407,0.00029754638671875
408,0.0002995967864990234
409,0.0003022193908691406
410,0.0003138065338134766
411,0.0003047943115234375
412,0.0003027915954589844
413,0.00030541419982910156
414,0.00031642913818359376
415,0.000304412841796875
416,0.00030875205993652344
417,0.00030803680419921875
418,0.0003085613250732422
419,0.00031652450561523435
420,0.0003067970275878906
421,0.0003185749053955078
422,0.0003100395202636719
423,0.0003167629241943359
424,0.0003170490264892578
425,0.0003138542175292969
426,0.00031337738037109377
427,0.0003149986267089844
428,0.0003181934356689453
429,0.0003156185150146484
430,0.0003146648406982422
431,0.00031843185424804685
432,0.00031800270080566405
433,0.0003193855285644531
434,0.00031785964965820314
435,0.0003239631652832031
436,0.0003447532653808594
437,0.0003264427185058594
438,0.00032343864440917967
439,0.0003220081329345703
440,0.00032634735107421874
441,0.00033435821533203127
442,0.00032558441162109373
443,0.0003260135650634766
444,0.000333404541015625
445,0.0003299236297607422
446,0.0003270149230957031
447,0.00032901763916015625
448,0.00032901763916015625
449,0.0003309726715087891
450,0.0003338336944580078
451,0.0003421783447265625
452,0.00033397674560546874
453,0.00033702850341796873
454,0.0003418445587158203
455,0.00035219192504882814
456,0.0003386020660400391
457,0.0003354072570800781
458,0.000337982177734375
459,0.00034003257751464845
460,0.0003390312194824219
461,0.00034165382385253906
462,0.0003452301025390625
463,0.0003474235534667969
464,0.0003471851348876953
465,0.00034499168395996094
466,0.0003405570983886719
467,0.0003442287445068359
468,0.00034837722778320314
469,0.0003429412841796875
470,0.00034580230712890627
471,0.0003468036651611328
472,0.0003500461578369141
473,0.0003647804260253906
474,0.00035033226013183596
475,0.00035114288330078124
