x,y
0,4.243850708007813e-06
1,4.1961669921875e-06
2,4.9591064453125e-06
3,6.008148193359375e-06
4,6.818771362304688e-06
5,7.62939453125e-06
6,8.392333984375e-06
7,9.012222290039062e-06
8,9.5367431640625e-06
9,1.0585784912109375e-05
10,1.1157989501953124e-05
11,1.1920928955078125e-05
12,1.3208389282226562e-05
13,1.3828277587890625e-05
14,1.4543533325195312e-05
15,1.559257507324219e-05
16,1.621246337890625e-05
17,1.7213821411132813e-05
18,1.845359802246094e-05
19,1.8358230590820312e-05
20,1.9168853759765626e-05
21,2.02178955078125e-05
22,2.1409988403320312e-05
23,2.1982192993164063e-05
24,2.3365020751953125e-05
25,2.3412704467773438e-05
26,2.3937225341796876e-05
27,2.4747848510742187e-05
28,3.056526184082031e-05
29,2.613067626953125e-05
30,2.9802322387695312e-05
31,2.8228759765625e-05
32,3.213882446289063e-05
33,2.9993057250976562e-05
34,3.032684326171875e-05
35,3.123283386230469e-05
36,3.1995773315429685e-05
37,3.2806396484375e-05
38,3.337860107421875e-05
39,3.437995910644531e-05
40,3.5381317138671876e-05
41,3.662109375e-05
42,3.743171691894531e-05
43,3.819465637207031e-05
44,3.905296325683594e-05
45,3.981590270996094e-05
46,4.024505615234375e-05
47,4.177093505859375e-05
48,4.2438507080078125e-05
49,4.291534423828125e-05
50,4.3964385986328126e-05
51,4.46319580078125e-05
52,4.5633316040039064e-05
53,4.644393920898438e-05
54,4.701614379882812e-05
55,4.796981811523437e-05
56,4.897117614746094e-05
57,4.9591064453125e-05
58,5.1021575927734375e-05
59,5.1403045654296874e-05
60,5.2022933959960935e-05
61,5.278587341308594e-05
62,5.359649658203125e-05
63,5.459785461425781e-05
64,5.5456161499023436e-05
65,6.012916564941406e-05
66,6.079673767089844e-05
67,6.117820739746094e-05
68,5.9556961059570315e-05
69,5.9604644775390625e-05
70,6.036758422851562e-05
71,6.103515625e-05
72,7.276535034179687e-05
73,6.327629089355468e-05
74,6.356239318847657e-05
75,6.556510925292969e-05
76,6.551742553710938e-05
77,6.642341613769532e-05
78,6.747245788574219e-05
79,6.875991821289062e-05
80,7.882118225097657e-05
81,7.061958312988281e-05
82,7.443428039550781e-05
83,7.338523864746094e-05
84,7.238388061523438e-05
85,7.338523864746094e-05
86,7.467269897460937e-05
87,7.476806640625e-05
88,8.182525634765625e-05
89,8.27789306640625e-05
90,7.719993591308594e-05
91,7.739067077636719e-05
92,7.877349853515624e-05
93,7.963180541992188e-05
94,8.158683776855468e-05
95,8.120536804199219e-05
96,8.172988891601563e-05
97,8.263587951660157e-05
98,8.363723754882813e-05
99,8.397102355957031e-05
100,8.58306884765625e-05
101,8.58306884765625e-05
102,8.678436279296875e-05
103,8.759498596191406e-05
104,8.883476257324219e-05
105,8.940696716308594e-05
